,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,mslp,tend,ctend,QNH,dd,ff,t,td,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,rr1,rr3,rr6,rr12,rr24,tmin10,rayg01,tn12,tx12,tn24,tx24,n1,n1type,n1h,n2,n2type,n2h,n3,n3type,n3h,n4,n4type,n4h,htsnow,frsnow,rr_per,tmer,Unnamed: 49
88,97502,Deo Sorong (Indonesia),-0.89,131.28,3,97502,-0.89,131.28,20191119030000,1007.8,-0.2,8.0,1007.0,270.0,2.1,32.1,24.1,9000.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,97530,Manokwari / Rendani (Indonesia),-0.89,134.05,3,97530,-0.89,134.05,20191119030000,1007.7,-0.16,8.0,1007.0,330.0,5.7,29.2,25.6,8000.0,60.0,8.0,2.0,7.0,5.0,4.0,3.0,4.0,1.0,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
90,97560,Biak / Mokmer (Indonesia),-1.18,136.1,11,97560,-1.18,136.1,20191119030000,1007.6,-0.26,7.0,1007.0,230.0,4.1,31.2,26.6,10000.0,2.0,1.0,1.0,6.0,4.0,4.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,97580,Sarmi (Indonesia),-1.87,138.75,3,97580,-1.87,138.75,20191119030000,1008.9,-0.11,5.0,1008.0,230.0,4.1,26.8,23.9,8000.0,92.0,9.0,8.0,7.0,5.0,4.0,9.0,4.0,4.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92,97600,Sanana (Indonesia),-2.09,125.96,2,97600,-2.09,125.96,20191119030000,1009.0,-0.14,8.0,1009.0,80.0,2.1,32.6,25.0,9000.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,97630,Fak-Fak / Torea (Indonesia),-2.91,132.26,130,97630,-2.91,132.26,20191119030000,1010.2,-0.18,8.0,1010.0,170.0,2.6,29.8,25.0,12000.0,2.0,1.0,1.0,3.0,1.0,4.0,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,97682,Nabire (Indonesia),-3.36,135.49,3,97682,-3.36,135.49,20191119030000,1006.9,-0.24,8.0,1006.0,320.0,3.1,31.4,25.1,12000.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,97690,Jayapura / Sentani (Indonesia),-2.57,140.51,99,97690,-2.57,140.51,20191119030000,1007.0,-0.28,7.0,1007.0,180.0,2.1,31.8,22.5,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,97698,Jayapura (Indonesia),-2.36,140.71,3,97698,-2.36,140.71,20191119030000,1007.9,-0.26,6.0,1007.0,80.0,2.6,29.3,25.7,10000.0,2.0,1.0,1.0,8.0,3.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97700,Namlea (Indonesia),-3.23,127.09,20,97700,-3.23,127.09,20191119030000,1007.6,-0.13,7.0,1007.0,110.0,6.7,32.4,24.7,10000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97722,Amahai (Indonesia),-3.34,128.92,10,97722,-3.34,128.92,20191119030000,1009.1,-0.16,7.0,1009.0,210.0,2.6,30.2,26.8,13000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97724,Ambon / Pattimura (Indonesia),-3.7,128.08,12,97724,-3.7,128.08,20191119030000,1009.1,-0.13,7.0,1009.0,190.0,3.6,31.5,24.2,10000.0,2.0,1.0,1.0,5.0,4.0,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97748,Geser (Indonesia),-3.79,130.83,3,97748,-3.79,130.83,20191119030000,1009.2,-0.15,8.0,1009.0,160.0,3.1,30.4,24.7,8000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,97760,Kaimana / Utarom (Indonesia),-3.64,133.69,3,97760,-3.64,133.69,20191119030000,1008.4,-0.17,7.0,1008.0,170.0,2.1,31.8,24.4,10000.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,97780,Enarotali (Indonesia),-3.92,136.37,1770,97780,-3.92,136.37,20191119030000,1007.6,-0.22,7.0,1007.0,270.0,3.1,24.0,14.6,10000.0,2.0,1.0,1.0,4.0,3.0,3.0,8.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,97790,Neira (Indonesia),-4.52,129.9,4,97790,-4.52,129.9,20191119030000,1009.1,-0.14,8.0,1009.0,60.0,1.0,30.7,24.3,14000.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,97796,Timika (Indonesia),-4.52,136.88,3,97796,-4.52,136.88,20191119030000,1008.6,-0.32,8.0,1008.0,290.0,1.0,32.6,24.2,10000.0,2.0,1.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,97810,Tual / Dumatubun (Indonesia),-5.66,132.73,12,97810,-5.66,132.73,20191119030000,1008.8,-0.18,7.0,1008.0,120.0,6.2,31.8,24.7,10000.0,2.0,1.0,1.0,7.0,4.0,4.0,8.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,97876,Tanah Merah / Tanah Merah (Indonesia),-6.09,140.3,16,97876,-6.09,140.3,20191119030000,1007.7,-0.28,8.0,1007.0,340.0,1.5,31.7,24.8,8000.0,2.0,1.0,1.0,7.0,6.0,3.0,8.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,97900,Saumlaki (Indonesia),-7.98,131.3,24,97900,-7.98,131.3,20191119030000,1009.1,-0.19,6.0,1009.0,80.0,5.7,32.4,23.7,15000.0,2.0,1.0,1.0,4.0,4.0,5.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,97980,Merauke / Mopah (Indonesia),-8.51,140.41,3,97980,-8.51,140.41,20191119030000,1007.5,-0.12,7.0,1007.0,180.0,6.2,30.4,23.8,10000.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
